Tipo,Materiale,Colore,Manica,Stagione
Dress,Cotton,"['Pastel', ' Baby Blue']",Short Sleeve,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Satin,Rust Brown,Long Sleeve,All
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Rayon,Apricot,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,,Black,,"['Spring', 'Summer']"
Bottom,Cotton,White,,Spring
Bottom,Polyester,Multicolor,,Summer
Dress,Cotton,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Half Sleeve,Summer
Top,Cotton,Dark Grey,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Blue and White,Sleeveless,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Dark Green,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Maroon,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Black,Sleeveless,Summer
Bottom,Polyester,Pink,,Summer
Top,Polyester,Brown,,Summer
Dress,Polyester,Red,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Lilac Purple,,Spring
Dress,Polyester,Redwood,Short Sleeve,Summer
Top,Rayon,"['Red', ' Bright']",Cap Sleeve,Summer
Dress,Polyester,Black and White,Short Sleeve,"['Spring', 'Summer']"
Dress,Rayon,Multicolor,Sleeveless,Summer
Top,Cotton,Grey,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Dark Green,Short Sleeve,"['Spring', 'Summer']"
Dress,Polyester,White,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Top,Mesh,Pink,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Khaki,Short Sleeve,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Satin,Purple,Long Sleeve,"['Spring', 'Fall']"
Dress,Rayon,Brown,Sleeveless,Summer
Bottom,Cotton,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Royal Blue,Cap Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Dusty Pink,,"['Spring', 'Summer']"
Bottom,Corduroy,Mocha Brown,,"['Fall', 'Winter']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Bottom,Corduroy,Coffee Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Blue,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black and White,Cap Sleeve,Summer
Bottom,Polyester,Apricot,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Khaki,,Summer
Bottom,Polyester,Black and White,,All
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Mustard Yellow,Short Sleeve,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Cotton,Navy Blue,,Summer
Bottom,Polyester,White,,Summer
Top,Polyester,Mocha Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Satin,Coral Pink,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,All
Dress,Polyester,Multicolor,Short Sleeve,Summer
Top,Lace,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Burgundy,,All
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,All
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,White,Sleeveless,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Mint Green,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Blue,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Grey,Short Sleeve,Summer
Dress,Schiffy,White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,,Summer
Bottom,Polyester,Yellow,,Summer
Top,Polyester,Chocolate Brown,,"['Spring', 'Fall']"
Bottom,Polyester,Black,,All
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Dusty Pink,Sleeveless,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Satin,Rose Red,,All
Bottom,Polyester,Black,,All
Bottom,Polyester,Mustard Yellow,,"['Spring', 'Summer', 'Fall']"
Dress,Mesh,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Rose Red,Short Sleeve,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Grey,,Summer
Top,Cotton,Mocha Brown,Long Sleeve,"['Spring', 'Summer']"
Dress,Velvet,Burgundy,Sleeveless,"['Fall', 'Winter']"
Bottom,Polyester,Brown,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,"Orange, Bright",Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Yellow,Extra-Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,White,Sleeveless,Summer
Bottom,Cotton,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Dusty Blue,Cap Sleeve,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Burgundy,Sleeveless,All
Top,Metallic,Dusty Pink,,All
Top,Polyester,Dark Green,,Summer
Bottom,Polyester,White,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Coffee Brown,,All
Dress,Polyester,Burnt Orange,Short Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Apricot,Sleeveless,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Satin,"['Red', ' Bright']",Sleeveless,Summer
Dress,Cotton,"['Pastel', ' Lilac Purple']",Short Sleeve,Summer
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Mocha Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Rayon,Lilac Purple,Long Sleeve,"['Spring', 'Fall']"
Bottom,Nylon,Coffee Brown,,All
Dress,Cotton,"['Pastel', ' Baby Pink']",Short Sleeve,Summer
Top,Polyester,Baby Pink,Long Sleeve,Spring
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Rayon,"['Pastel', ' Mint Green']",Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,"Neon, Orange",,Spring
Bottom,Corduroy,Black,,"['Fall', 'Winter']"
Top,Cotton,Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Navy Blue,Long Sleeve,Spring
Dress,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Velvet,Navy Blue,Long Sleeve,"['Fall', 'Winter']"
Bottom,Polyester,Lime Green,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Beige,,Summer
Top,Polyester,White,,Summer
Top,Cotton,Coffee Brown,Short Sleeve,Summer
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black and White,Sleeveless,Summer
Top,Metallic,Red,Long Sleeve,All
Dress,Polyester,Baby Pink,Cap Sleeve,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Dusty Blue,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Bottom,Polyester,Black,,Summer
Bottom,,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Mesh,White,Short Sleeve,Summer
Top,Polyester,White,,Summer
Dress,Polyester,Baby Pink,Short Sleeve,Summer
Dress,Polyester,Teal Blue,Sleeveless,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,White,Cap Sleeve,Summer
Top,Cotton,Black,Short Sleeve,Summer
Dress,Cotton,Black and White,Short Sleeve,Summer
Dress,Rayon,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Bottom,Tweed,Multicolor,,"['Fall', 'Winter']"
Dress,Polyester,"Bright, Coral Orange",Sleeveless,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Mesh,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,"['Pastel', ' Baby Blue']",Short Sleeve,Summer
Bottom,Cotton,Grey,,Summer
Bottom,Polyester,Mauve Purple,,"['Spring', 'Summer', 'Fall']"
Bottom,Nylon,Black,,All
Dress,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,White,,Summer
Dress,Polyester,Red,Long Sleeve,"['Spring', 'Summer']"
Bottom,Tweed,Black,,"['Fall', 'Winter']"
Dress,Organza,Black,Long Sleeve,All
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,"['Pastel', ' Lilac Purple']",,Summer
Dress,Polyester,Black and White,Short Sleeve,"['Spring', 'Fall']"
Dress,Chiffon,Maroon,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,All
Top,Polyester,Green,,Summer
Top,Polyester,Dusty Blue,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Light Grey,,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Green,,"['Spring', 'Summer', 'Fall']"
Dress,Rayon,Blue,Sleeveless,Summer
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Bottom,Polyester,Multicolor,,Summer
Top,Cotton,Black,Short Sleeve,Summer
Bottom,Polyester,Grey,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,"['Spring', 'Summer']"
Bottom,Cotton Blends,Black,,All
Dress,Satin,"['Red', ' Bright']",Sleeveless,Summer
Top,Polyester,Beige,,Summer
Dress,Rayon,Blue,Short Sleeve,Summer
Dress,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,White,,"['Spring', 'Summer']"
Top,Cotton,Coral Pink,Long Sleeve,Spring
Bottom,Polyester,Black,,Summer
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,,Summer
Dress,Polyester,Multicolor,Sleeveless,"['Spring', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Top,Mesh,Black and White,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Hot Pink,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Army Green,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Dark Green,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Dusty Pink,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Teal Blue,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Apricot,Half Sleeve,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Blue,,Summer
Bottom,Polyester,Beige,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,All
Top,Polyester,Black,Short Sleeve,Summer
Dress,Polyester,Red,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Coral Pink,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Velvet,Chocolate Brown,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,"['Baby Pink', ' Pastel']",,All
Bottom,Tweed,White,,"['Fall', 'Winter']"
Top,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Velvet,Black,Sleeveless,"['Fall', 'Winter']"
Top,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Pink,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,Summer
Dress,Polyester,Black,Sleeveless,Summer
Dress,,Black,Short Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,PU Leather,Burgundy,,"['Fall', 'Winter']"
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Mesh,Black,Half Sleeve,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,Short Sleeve,Summer
Dress,Velvet,Royal Blue,Sleeveless,All
Top,Cotton,Dusty Pink,Short Sleeve,Summer
Bottom,PU Leather,Rust Brown,,"['Fall', 'Winter']"
Bottom,Suede,Black,,"['Fall', 'Winter']"
Top,Polyester,Dark Green,Cap Sleeve,Summer
Bottom,Polyester,Apricot,,"['Fall', 'Winter']"
Bottom,Cotton,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Mint Green,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Hot Pink,Sleeveless,Summer
Bottom,Polyester,Mint Green,,All
Dress,Polyester,Dusty Pink,,Summer
Bottom,Polyester,Black,,Summer
Bottom,Cotton,Grey,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,White,Short Sleeve,Summer
Dress,Polyester,Black and White,Sleeveless,"['Spring', 'Fall']"
Top,Polyester,Orange,Short Sleeve,Summer
Dress,Satin,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,All
Dress,Polyester,Black and White,Short Sleeve,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,White,,Summer
Top,Cotton,"['Orange', ' Bright']",Half Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Short Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Dusty Pink,Short Sleeve,Summer
Dress,Rayon,Blue,Short Sleeve,Summer
Top,Polyester,Green,,Summer
Bottom,Polyester,Light Grey,,Summer
Bottom,Polyester,White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Burgundy,,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,White,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Green,Sleeveless,Summer
Top,Rayon,Multicolor,,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Nylon,Black,,Summer
Dress,Polyester,Burgundy,Short Sleeve,Summer
Dress,Polyester,Lilac Purple,,Summer
Dress,Chiffon,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black and White,Short Sleeve,Summer
Top,Polyester,Black and White,,Summer
Dress,Polyester,Burgundy,Short Sleeve,Summer
Dress,Polyester,"Pastel, Baby Blue",Long Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Grey,Short Sleeve,Summer
Dress,Cotton,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Velvet,Violet Purple,,"['Fall', 'Winter']"
Top,Rayon,Black and White,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Green,Short Sleeve,Summer
Bottom,Cotton,Army Green,,"['Spring', 'Summer', 'Fall']"
Bottom,,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Grey,,"['Spring', 'Summer', 'Fall']"
Top,Nylon,Brown,,Summer
Dress,Lace,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Flannel,Redwood,,Winter
Bottom,Satin,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,"['Pastel', ' Mint Green']",Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,Cap Sleeve,Summer
Bottom,Cotton,Mocha Brown,,All
Bottom,Polyester,Black,,All
Top,Cotton,Mint Green,Short Sleeve,Summer
Bottom,Cotton,Beige,,Summer
Bottom,Mesh,Multicolor,,Summer
Top,Mesh,"['Pastel', ' Lilac Purple']",,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Baby Pink,Sleeveless,All
Bottom,Cotton,Light Grey,,Summer
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Coffee Brown,Short Sleeve,Summer
Dress,Cotton,"['Red', ' Bright']",Sleeveless,Summer
Bottom,Polyester,White,,Summer
Dress,Chiffon,Multicolor,Sleeveless,All
Bottom,Polyester,Khaki,,"['Spring', 'Summer', 'Fall']"
Bottom,Corduroy,Brown,,"['Fall', 'Winter']"
Bottom,Mesh,Multicolor,,"['Spring', 'Fall']"
Bottom,Corduroy,Mocha Brown,,"['Fall', 'Winter']"
Top,Polyester,Multicolor,,Summer
Top,Polyester,Black,Cap Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,,Summer
Bottom,PU Leather,Burgundy,,"['Fall', 'Winter']"
Bottom,Corduroy,Burgundy,,"['Fall', 'Winter']"
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Bottom,Velvet,Dark Green,,"['Fall', 'Winter']"
Top,Rayon,Dark Grey,Short Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Watermelon Pink,Short Sleeve,Summer
Bottom,,Multicolor,,Summer
Top,Polyester,Camel,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,,Black,,"['Spring', 'Summer']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Tweed,Multicolor,Sleeveless,"['Spring', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Dress,Polyester,Multicolor,Cap Sleeve,Summer
Dress,Corduroy,Dusty Pink,Long Sleeve,"['Fall', 'Winter']"
Top,Polyester,Black and White,,Summer
Dress,Cotton,Mauve Purple,Half Sleeve,Summer
Top,Cotton,Burgundy,Short Sleeve,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Maroon,,Summer
Dress,Satin,Brown,Sleeveless,All
Dress,Polyester,"Royal Blue, Bright",Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Mesh,White,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black and White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Tweed,White,Sleeveless,"['Fall', 'Winter']"
Bottom,Cotton Blends,Multicolor,,Summer
Bottom,Cotton,Pink,,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Cotton,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Navy Blue,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Mustard Yellow,,"['Spring', 'Summer', 'Fall']"
Dress,Organza,White,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Top,Rayon,Red,Short Sleeve,Summer
Bottom,Polyester,Burgundy,,Summer
Bottom,Satin,Army Green,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Satin,Red,Sleeveless,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Mesh,Black,,All
Dress,Polyester,Green,Sleeveless,Summer
Top,Satin,Navy Blue,,Summer
Bottom,Polyester,Multicolor,,Summer
Dress,Sequins,Champagne,Long Sleeve,All
Dress,Cotton,Red,Short Sleeve,Summer
Dress,Polyester,Light Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Tweed,White,Cap Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Rayon,Multicolor,Sleeveless,Summer
Top,Cotton,Black,Cap Sleeve,Summer
Top,Velvet,Black,,"['Fall', 'Winter']"
Dress,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Bottom,Cotton,Army Green,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Army Green,Cap Sleeve,Summer
Dress,Cotton,Black,Three Quarter Length Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer']"
Bottom,Polyester,Navy Blue,,Summer
Top,Cotton,Black,Short Sleeve,Summer
Top,Cotton,Rose Red,Short Sleeve,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Khaki,Half Sleeve,Summer
Top,Polyester,Black,Half Sleeve,Summer
Dress,Polyester,Multicolor,Cap Sleeve,Summer
Top,Cotton,Black,,Summer
Dress,Polyester,"['Orange', ' Bright']",Sleeveless,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Mint Green,Short Sleeve,Summer
Bottom,Polyester,Black,,All
Dress,Rayon,Light Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Coffee Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Burgundy,Cap Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer']"
Top,Cotton,Black,Half Sleeve,Summer
Top,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Lilac Purple,,Summer
Bottom,Cotton,Multicolor,,Summer
Top,Polyester,Dark Green,,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,,Summer
Dress,Polyester,Multicolor,Cap Sleeve,Summer
Dress,Polyester,"['Red', ' Bright']",Sleeveless,Summer
Dress,,Burnt Orange,Short Sleeve,Summer
Bottom,Cotton,White,,All
Dress,Polyester,Olive Green,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Nylon,Lilac Purple,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Cadet Blue,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,PU Leather,Dark Green,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Dark Grey,,Summer
Bottom,Polyester,Burgundy,,All
Dress,,Black,Sleeveless,Summer
Dress,Polyester,Navy Blue,Short Sleeve,"['Spring', 'Summer']"
Bottom,Mesh,Khaki,,"['Spring', 'Summer']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Dark Grey,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,"['Red', ' Bright']",Long Sleeve,Spring
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Satin,"Pink, Bright",,All
Dress,Cotton,Multicolor,Sleeveless,"['Spring', 'Summer']"
Dress,Tweed,Red and White,Sleeveless,"['Spring', 'Fall']"
Top,Polyester,"['Green', ' Pastel']",,Summer
Bottom,Suede,Coffee Brown,,"['Fall', 'Winter']"
Bottom,Cotton Blends,Multicolor,,All
Top,Polyester,Army Green,Short Sleeve,Summer
Bottom,Cotton,Black and White,,Summer
Top,Chiffon,Dusty Pink,Long Sleeve,Spring
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Corduroy,Black,Sleeveless,"['Fall', 'Winter']"
Top,Cotton,White,Cap Sleeve,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Mocha Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Multicolor,Short Sleeve,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black and White,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Bottom,Polyester,Grey,,"['Spring', 'Summer', 'Fall']"
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Bottom,Polyester,White,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Apricot,,Summer
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Blue,,Summer
Bottom,Cotton,Light Grey,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Light Grey,Short Sleeve,Summer
Top,Polyester,Black,Short Sleeve,Summer
Bottom,Velvet,Black,,"['Fall', 'Winter']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Chocolate Brown,,All
Top,Satin,Dark Green,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Corduroy,Black,,"['Fall', 'Winter']"
Top,Polyester,Black,Short Sleeve,Summer
Top,Velvet,Teal Blue,,All
Dress,Polyester,Yellow,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,Summer
Bottom,,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Short Sleeve,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Chiffon,Dusty Pink,Long Sleeve,"['Spring', 'Summer']"
Bottom,Corduroy,Khaki,,"['Fall', 'Winter']"
Dress,Polyester,Black,Cap Sleeve,Summer
Dress,Satin,Black,Sleeveless,Summer
Bottom,Polyester,Multicolor,,Summer
Top,Nylon,White,,Summer
Dress,Rayon,"['Red', ' Bright']",Long Sleeve,Spring
Top,Polyester,White,Short Sleeve,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Black,Sleeveless,Summer
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Black,,All
