Materiale,Colore,Manica,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
lino,scuro,lunga,autunno_inverno,pioggia,8.75,inverno,22
cashmere,chiaro,corta,all,neve,0.8,inverno,18
raso,scuro,corta,inverno,pioggia,13.2,inverno,15
tweed,colorato,lunga,all,nuvoloso,20.3,autunno,15
cashmere,chiaro,lunga,autunno_inverno,pioggia,8.6,inverno,28
raso,colorato,corta,autunno_inverno,pioggia,26.0,autunno,25
seta,scuro,corta,inverno,pioggia,11.95,primavera,12
lino,chiaro,corta,autunno_inverno,soleggiato,26.75,primavera,28
raso,colorato,lunga,autunno_inverno,pioggia,26.9,autunno,19
velluto,colorato,lunga,inverno,soleggiato,31.75,estate,8
raso,chiaro,lunga,all,soleggiato,7.550000000000001,primavera,20
cashmere,scuro,lunga,autunno_inverno,pioggia,8.65,inverno,28
lino,colorato,corta,primavera,neve,-1.8,inverno,7
velluto,chiaro,corta,inverno,pioggia,25.65,autunno,20
lino,scuro,lunga,autunno_inverno,pioggia,20.4,autunno,23
cashmere,colorato,corta,autunno_inverno,pioggia,13.8,inverno,18
lino,colorato,lunga,primavera,soleggiato,20.950000000000003,primavera,24
lana,scuro,corta,primavera,soleggiato,1.65,inverno,17
velluto,colorato,corta,inverno,soleggiato,22.6,primavera,14
tweed,chiaro,corta,primavera,nuvoloso,0.6499999999999999,inverno,15
lino,scuro,corta,primavera,soleggiato,10.35,primavera,17
lana,chiaro,lunga,inverno,pioggia,11.45,primavera,21
lino,colorato,corta,inverno,soleggiato,23.45,estate,18
velluto,colorato,corta,inverno,soleggiato,12.05,autunno,16
raso,chiaro,lunga,inverno,soleggiato,28.2,estate,19
tweed,colorato,lunga,inverno,pioggia,7.15,autunno,26
velluto,chiaro,lunga,all,pioggia,28.35,estate,13
tweed,chiaro,corta,autunno_inverno,soleggiato,35.05,estate,23
tweed,colorato,corta,all,nuvoloso,10.75,autunno,15
lana,chiaro,corta,inverno,nuvoloso,5.65,inverno,20
lino,scuro,corta,autunno_inverno,pioggia,2.55,inverno,10
seta,chiaro,lunga,autunno_inverno,pioggia,7.5,inverno,24
velluto,scuro,corta,autunno_inverno,soleggiato,6.05,inverno,18
seta,chiaro,lunga,autunno_inverno,soleggiato,10.95,primavera,21
raso,colorato,lunga,primavera,nuvoloso,3.9,inverno,18
lino,colorato,lunga,inverno,soleggiato,2.2,inverno,21
seta,chiaro,lunga,primavera,pioggia,11.65,primavera,26
seta,scuro,lunga,inverno,pioggia,7.75,inverno,25
lino,colorato,lunga,primavera,pioggia,6.3,inverno,19
lino,scuro,lunga,all,pioggia,14.7,primavera,22
cashmere,chiaro,corta,primavera,pioggia,25.3,estate,18
cashmere,chiaro,corta,inverno,pioggia,9.9,inverno,19
lino,scuro,lunga,all,soleggiato,31.6,estate,13
seta,scuro,corta,all,neve,2.8000000000000003,primavera,11
lana,scuro,corta,inverno,soleggiato,4.15,inverno,21
seta,colorato,corta,all,soleggiato,25.450000000000003,estate,24
tweed,scuro,corta,autunno_inverno,soleggiato,2.3,inverno,18
seta,chiaro,lunga,inverno,soleggiato,34.35,estate,19
lana,colorato,corta,autunno_inverno,pioggia,27.1,estate,14
velluto,chiaro,lunga,all,pioggia,32.45,estate,11
lino,scuro,corta,primavera,soleggiato,22.2,primavera,19
lana,chiaro,corta,all,soleggiato,2.05,primavera,18
velluto,colorato,corta,autunno_inverno,soleggiato,28.4,estate,17
lana,colorato,corta,all,soleggiato,2.2,inverno,18
lana,colorato,lunga,inverno,nuvoloso,1.8000000000000005,autunno,29
cashmere,colorato,corta,primavera,nuvoloso,-5.1,inverno,17
raso,colorato,lunga,autunno_inverno,soleggiato,22.6,estate,17
velluto,chiaro,lunga,all,soleggiato,1.5,inverno,27
tweed,chiaro,lunga,inverno,pioggia,15.55,autunno,23
lino,scuro,corta,autunno_inverno,soleggiato,2.25,primavera,6
tweed,chiaro,lunga,inverno,pioggia,27.8,estate,9
lana,scuro,lunga,autunno_inverno,pioggia,19.0,autunno,22
tweed,colorato,corta,inverno,soleggiato,18.55,autunno,17
lino,chiaro,corta,inverno,pioggia,5.55,inverno,13
cashmere,scuro,lunga,all,pioggia,21.9,estate,15
tweed,scuro,lunga,inverno,pioggia,14.55,autunno,24
tweed,colorato,corta,autunno_inverno,pioggia,13.4,inverno,17
seta,chiaro,lunga,all,pioggia,-1.85,primavera,21
velluto,colorato,corta,all,pioggia,9.1,inverno,16
lino,scuro,lunga,autunno_inverno,nuvoloso,19.7,autunno,24
seta,scuro,corta,inverno,pioggia,4.0,inverno,14
lino,colorato,lunga,primavera,pioggia,8.85,primavera,23
cashmere,colorato,lunga,primavera,soleggiato,5.4,inverno,25
velluto,colorato,lunga,autunno_inverno,soleggiato,19.1,primavera,19
velluto,scuro,lunga,autunno_inverno,soleggiato,23.0,primavera,10
raso,scuro,lunga,inverno,neve,3.7,inverno,22
lino,scuro,corta,autunno_inverno,soleggiato,7.800000000000001,inverno,12
velluto,colorato,corta,primavera,pioggia,8.45,inverno,15
velluto,scuro,lunga,primavera,soleggiato,11.9,primavera,26
lino,scuro,lunga,primavera,pioggia,26.85,estate,20
raso,colorato,lunga,inverno,pioggia,16.4,primavera,17
tweed,scuro,lunga,all,pioggia,18.8,autunno,22
cashmere,scuro,corta,all,soleggiato,27.25,estate,12
velluto,colorato,lunga,inverno,neve,-3.9,inverno,30
tweed,colorato,lunga,inverno,pioggia,23.75,estate,12
velluto,scuro,corta,primavera,pioggia,23.6,estate,18
velluto,colorato,corta,primavera,pioggia,17.2,primavera,18
cashmere,scuro,corta,inverno,nuvoloso,14.65,inverno,19
cashmere,colorato,lunga,all,soleggiato,16.75,autunno,21
velluto,chiaro,corta,primavera,pioggia,25.6,estate,20
seta,chiaro,corta,primavera,soleggiato,15.25,autunno,16
tweed,chiaro,corta,inverno,pioggia,26.700000000000003,estate,15
cashmere,chiaro,lunga,autunno_inverno,pioggia,1.5,primavera,26
cashmere,colorato,lunga,autunno_inverno,soleggiato,4.699999999999999,primavera,26
velluto,colorato,corta,all,pioggia,27.15,estate,19
velluto,colorato,lunga,primavera,pioggia,21.35,estate,18
velluto,colorato,lunga,inverno,nuvoloso,1.1,inverno,30
lino,scuro,lunga,all,pioggia,2.4,primavera,18
lana,chiaro,corta,primavera,pioggia,3.3,autunno,17
lino,colorato,lunga,inverno,nuvoloso,30.1,estate,15
cashmere,colorato,corta,primavera,soleggiato,32.35,estate,20
tweed,scuro,lunga,inverno,soleggiato,1.6,inverno,29
raso,scuro,corta,autunno_inverno,pioggia,22.6,estate,17
seta,scuro,corta,autunno_inverno,soleggiato,0.5000000000000002,inverno,13
lino,chiaro,corta,autunno_inverno,nuvoloso,2.9,inverno,10
velluto,chiaro,corta,primavera,pioggia,30.1,estate,22
tweed,scuro,corta,autunno_inverno,pioggia,36.4,autunno,22
raso,scuro,lunga,autunno_inverno,nuvoloso,9.65,inverno,22
lino,colorato,corta,inverno,pioggia,7.3,autunno,11
seta,scuro,lunga,all,soleggiato,8.15,primavera,22
tweed,scuro,corta,autunno_inverno,soleggiato,32.45,estate,13
cashmere,colorato,corta,primavera,pioggia,15.25,autunno,14
lino,colorato,lunga,autunno_inverno,pioggia,22.85,estate,19
tweed,scuro,corta,inverno,nuvoloso,14.65,primavera,12
lino,chiaro,corta,inverno,soleggiato,20.2,autunno,27
tweed,scuro,corta,all,soleggiato,22.35,estate,10
lana,scuro,lunga,autunno_inverno,soleggiato,0.7999999999999998,inverno,30
seta,chiaro,lunga,inverno,pioggia,12.0,autunno,24
seta,scuro,corta,autunno_inverno,nuvoloso,1.3500000000000003,primavera,9
raso,scuro,corta,autunno_inverno,pioggia,9.6,primavera,8
seta,scuro,corta,inverno,pioggia,30.15,estate,24
tweed,scuro,corta,autunno_inverno,pioggia,1.35,primavera,14
velluto,chiaro,lunga,autunno_inverno,soleggiato,7.05,inverno,28
tweed,scuro,lunga,inverno,soleggiato,16.35,estate,19
raso,colorato,lunga,inverno,soleggiato,6.65,primavera,17
raso,scuro,corta,inverno,soleggiato,5.5,inverno,13
seta,colorato,lunga,all,pioggia,13.7,inverno,23
lino,colorato,corta,inverno,soleggiato,22.0,autunno,22
cashmere,chiaro,corta,autunno_inverno,pioggia,13.65,autunno,18
raso,colorato,lunga,primavera,pioggia,7.449999999999999,inverno,19
cashmere,chiaro,corta,autunno_inverno,pioggia,31.6,autunno,21
seta,scuro,corta,primavera,soleggiato,8.2,primavera,15
seta,colorato,corta,autunno_inverno,neve,-2.05,primavera,9
tweed,scuro,corta,all,soleggiato,18.1,autunno,16
lino,colorato,lunga,inverno,pioggia,23.45,estate,18
tweed,chiaro,corta,autunno_inverno,nuvoloso,10.05,inverno,17
velluto,chiaro,lunga,primavera,pioggia,10.2,inverno,22
velluto,chiaro,corta,inverno,pioggia,5.9,primavera,13
velluto,colorato,lunga,inverno,neve,5.2,inverno,29
tweed,chiaro,corta,all,soleggiato,29.25,estate,23
raso,scuro,corta,autunno_inverno,pioggia,16.9,estate,12
velluto,chiaro,corta,primavera,soleggiato,26.9,estate,25
velluto,scuro,lunga,primavera,soleggiato,30.4,estate,7
lino,chiaro,corta,all,pioggia,14.5,primavera,14
lana,chiaro,corta,all,pioggia,15.45,autunno,14
lana,chiaro,lunga,inverno,pioggia,16.25,primavera,17
lino,colorato,lunga,all,pioggia,27.7,estate,19
cashmere,colorato,lunga,autunno_inverno,pioggia,18.450000000000003,primavera,19
lana,scuro,corta,autunno_inverno,soleggiato,23.55,autunno,11
lana,colorato,lunga,primavera,soleggiato,31.95,estate,9
raso,scuro,corta,inverno,soleggiato,25.8,estate,15
seta,scuro,lunga,inverno,pioggia,19.05,estate,20
lino,scuro,corta,inverno,pioggia,4.95,inverno,11
velluto,chiaro,lunga,autunno_inverno,nuvoloso,7.25,inverno,28
seta,colorato,corta,primavera,nuvoloso,4.05,inverno,10
tweed,colorato,lunga,autunno_inverno,pioggia,9.25,inverno,27
tweed,scuro,corta,primavera,soleggiato,20.8,autunno,9
seta,colorato,corta,autunno_inverno,pioggia,7.550000000000001,inverno,14
lana,scuro,lunga,all,soleggiato,4.0,inverno,28
velluto,scuro,corta,inverno,nuvoloso,7.85,inverno,19
lana,colorato,lunga,inverno,pioggia,4.45,inverno,31
seta,colorato,lunga,all,soleggiato,28.85,autunno,18
lino,scuro,lunga,autunno_inverno,soleggiato,29.9,estate,12
raso,chiaro,corta,inverno,pioggia,12.15,primavera,9
seta,chiaro,lunga,all,soleggiato,-0.0999999999999996,inverno,21
velluto,colorato,corta,autunno_inverno,pioggia,20.0,autunno,19
seta,colorato,corta,autunno_inverno,pioggia,11.95,autunno,17
velluto,chiaro,corta,primavera,pioggia,22.55,primavera,20
raso,colorato,lunga,inverno,pioggia,9.3,primavera,17
tweed,colorato,lunga,inverno,soleggiato,-0.25,inverno,29
tweed,colorato,lunga,primavera,soleggiato,7.75,primavera,28
raso,chiaro,lunga,inverno,pioggia,26.950000000000003,estate,14
velluto,chiaro,corta,all,pioggia,28.9,estate,19
lana,scuro,corta,primavera,soleggiato,31.2,estate,14
velluto,scuro,corta,inverno,pioggia,24.15,primavera,14
lana,scuro,corta,inverno,nuvoloso,3.5,inverno,21
cashmere,chiaro,lunga,inverno,soleggiato,27.65,estate,13
lino,colorato,corta,inverno,pioggia,27.25,estate,22
seta,colorato,corta,primavera,soleggiato,5.4,primavera,15
tweed,colorato,corta,primavera,pioggia,4.65,inverno,15
seta,colorato,lunga,all,pioggia,7.2,inverno,22
tweed,colorato,lunga,all,soleggiato,29.65,estate,12
cashmere,scuro,lunga,inverno,soleggiato,30.0,estate,1
tweed,colorato,lunga,primavera,nuvoloso,31.05,estate,11
cashmere,colorato,lunga,primavera,pioggia,10.9,primavera,27
raso,colorato,corta,primavera,nuvoloso,8.8,autunno,9
velluto,chiaro,lunga,all,pioggia,13.3,primavera,23
lana,colorato,corta,inverno,soleggiato,16.15,primavera,11
tweed,colorato,lunga,primavera,pioggia,9.25,primavera,28
seta,colorato,lunga,inverno,soleggiato,19.8,primavera,20
tweed,scuro,lunga,primavera,pioggia,32.15,estate,11
tweed,scuro,corta,all,nuvoloso,19.5,autunno,16
lino,chiaro,corta,all,pioggia,26.9,estate,25
raso,scuro,lunga,inverno,soleggiato,26.65,estate,9
seta,chiaro,corta,all,nuvoloso,0.6500000000000001,inverno,11
seta,scuro,corta,autunno_inverno,pioggia,25.700000000000003,estate,22
cashmere,colorato,corta,all,pioggia,9.7,inverno,16
velluto,chiaro,corta,inverno,soleggiato,23.75,estate,19
lino,colorato,lunga,all,pioggia,7.5,inverno,20
tweed,colorato,corta,all,pioggia,5.0,inverno,15
lana,colorato,lunga,autunno_inverno,soleggiato,28.3,autunno,12
seta,scuro,corta,all,nuvoloso,11.6,inverno,15
cashmere,chiaro,corta,primavera,pioggia,28.15,estate,18
lino,colorato,corta,inverno,pioggia,30.4,estate,25
lana,scuro,lunga,primavera,pioggia,20.95,autunno,13
velluto,scuro,corta,primavera,pioggia,14.65,autunno,14
cashmere,scuro,lunga,primavera,pioggia,30.6,estate,10
velluto,chiaro,corta,inverno,nuvoloso,1.65,inverno,20
lana,colorato,lunga,inverno,pioggia,15.75,primavera,17
lino,colorato,corta,autunno_inverno,soleggiato,20.7,estate,19
tweed,colorato,corta,primavera,soleggiato,27.55,estate,19
tweed,chiaro,corta,primavera,soleggiato,-0.7999999999999998,primavera,19
cashmere,scuro,lunga,primavera,pioggia,5.9,primavera,29
tweed,colorato,lunga,all,soleggiato,-0.5,inverno,26
velluto,scuro,lunga,inverno,soleggiato,27.700000000000003,estate,5
lana,chiaro,lunga,autunno_inverno,soleggiato,3.05,primavera,26
raso,colorato,lunga,autunno_inverno,pioggia,-0.3999999999999999,inverno,21
raso,chiaro,corta,autunno_inverno,pioggia,12.55,autunno,14
cashmere,chiaro,lunga,all,soleggiato,32.75,estate,14
lino,scuro,lunga,all,pioggia,13.2,autunno,22
seta,chiaro,corta,inverno,pioggia,32.650000000000006,estate,24
cashmere,colorato,lunga,inverno,pioggia,16.55,primavera,18
tweed,colorato,lunga,inverno,pioggia,17.65,estate,19
raso,chiaro,corta,inverno,nuvoloso,25.4,autunno,24
lana,scuro,corta,inverno,pioggia,18.75,primavera,11
seta,chiaro,lunga,autunno_inverno,pioggia,12.9,autunno,25
velluto,colorato,corta,inverno,pioggia,8.5,primavera,13
velluto,scuro,corta,inverno,soleggiato,13.1,primavera,12
tweed,colorato,corta,primavera,soleggiato,28.4,estate,19
cashmere,chiaro,lunga,primavera,pioggia,14.65,estate,25
lino,colorato,lunga,inverno,pioggia,12.7,autunno,23
tweed,chiaro,lunga,all,pioggia,16.75,autunno,22
tweed,chiaro,lunga,all,pioggia,18.5,primavera,22
seta,chiaro,lunga,inverno,pioggia,24.25,autunno,23
raso,chiaro,corta,inverno,pioggia,12.65,autunno,13
seta,colorato,lunga,autunno_inverno,pioggia,18.45,autunno,25
velluto,colorato,corta,inverno,soleggiato,21.1,primavera,14
lana,scuro,lunga,inverno,soleggiato,23.6,estate,6
lana,colorato,corta,all,pioggia,16.2,autunno,14
lana,colorato,lunga,primavera,soleggiato,5.45,inverno,26
velluto,scuro,corta,all,pioggia,15.3,inverno,15
raso,colorato,corta,all,soleggiato,18.6,autunno,14
velluto,scuro,lunga,inverno,pioggia,27.25,autunno,14
lino,chiaro,lunga,all,soleggiato,30.85,estate,23
seta,scuro,lunga,autunno_inverno,nuvoloso,14.15,inverno,25
lino,chiaro,corta,primavera,pioggia,10.55,autunno,13
seta,chiaro,corta,autunno_inverno,soleggiato,-3.8,inverno,13
cashmere,chiaro,lunga,inverno,soleggiato,28.9,autunno,17
seta,scuro,lunga,all,pioggia,3.9,autunno,21
lino,colorato,corta,autunno_inverno,nuvoloso,4.65,primavera,6
velluto,chiaro,corta,all,nuvoloso,1.65,inverno,17
lana,chiaro,lunga,autunno_inverno,pioggia,23.3,estate,12
lana,colorato,lunga,all,soleggiato,2.75,inverno,28
tweed,colorato,lunga,primavera,pioggia,8.55,inverno,24
tweed,scuro,lunga,autunno_inverno,pioggia,6.4,inverno,27
lino,scuro,lunga,autunno_inverno,soleggiato,30.35,estate,11
raso,colorato,corta,all,pioggia,18.2,primavera,14
tweed,colorato,lunga,inverno,pioggia,11.65,autunno,24
tweed,colorato,lunga,all,nuvoloso,18.65,primavera,22
lino,colorato,corta,inverno,soleggiato,4.65,inverno,11
cashmere,chiaro,corta,inverno,pioggia,4.4,primavera,15
seta,chiaro,corta,autunno_inverno,soleggiato,5.449999999999999,inverno,14
tweed,scuro,corta,primavera,pioggia,10.9,primavera,18
lana,colorato,corta,all,soleggiato,30.15,estate,18
cashmere,chiaro,corta,primavera,pioggia,4.7,primavera,21
cashmere,scuro,lunga,autunno_inverno,pioggia,2.0,inverno,30
seta,chiaro,corta,inverno,soleggiato,18.3,autunno,18
seta,colorato,lunga,primavera,pioggia,3.9,inverno,20
tweed,scuro,corta,all,nuvoloso,26.15,primavera,18
raso,chiaro,corta,all,pioggia,16.05,primavera,14
tweed,scuro,lunga,primavera,soleggiato,9.7,primavera,28
cashmere,colorato,lunga,autunno_inverno,soleggiato,3.0,inverno,30
seta,scuro,corta,primavera,pioggia,25.65,estate,25
tweed,colorato,lunga,inverno,soleggiato,17.95,autunno,23
tweed,chiaro,lunga,all,soleggiato,0.1500000000000003,inverno,26
cashmere,colorato,lunga,primavera,pioggia,19.85,autunno,20
seta,scuro,corta,primavera,soleggiato,7.649999999999999,inverno,11
lino,chiaro,lunga,all,pioggia,25.2,estate,19
lino,scuro,corta,all,soleggiato,18.25,autunno,16
tweed,colorato,lunga,inverno,pioggia,10.35,autunno,24
seta,colorato,lunga,primavera,nuvoloso,5.75,inverno,21
raso,colorato,lunga,all,soleggiato,29.85,estate,17
tweed,scuro,lunga,all,pioggia,2.4,inverno,26
tweed,colorato,lunga,inverno,soleggiato,24.95,estate,12
lana,colorato,corta,all,soleggiato,13.85,autunno,16
cashmere,colorato,lunga,inverno,soleggiato,5.7,inverno,29
tweed,scuro,corta,inverno,nuvoloso,15.35,inverno,19
lino,colorato,corta,autunno_inverno,soleggiato,35.25,estate,26
lino,chiaro,lunga,autunno_inverno,soleggiato,23.8,estate,24
tweed,colorato,lunga,primavera,pioggia,20.35,autunno,14
raso,chiaro,corta,primavera,soleggiato,27.4,estate,29
lino,chiaro,corta,all,pioggia,21.05,estate,21
raso,scuro,corta,inverno,soleggiato,28.45,estate,15
tweed,scuro,lunga,all,pioggia,3.8,primavera,26
velluto,scuro,lunga,primavera,soleggiato,30.700000000000003,estate,7
velluto,colorato,corta,primavera,soleggiato,9.0,primavera,19
tweed,colorato,lunga,inverno,nuvoloso,14.55,autunno,24
cashmere,chiaro,corta,autunno_inverno,nuvoloso,3.2,inverno,20
lana,scuro,lunga,all,soleggiato,17.25,primavera,20
cashmere,scuro,corta,primavera,pioggia,20.1,autunno,14
seta,chiaro,lunga,autunno_inverno,pioggia,25.6,estate,16
raso,colorato,corta,all,soleggiato,13.35,primavera,12
lana,scuro,lunga,inverno,pioggia,21.5,estate,11
seta,chiaro,corta,autunno_inverno,soleggiato,5.3500000000000005,primavera,10
tweed,colorato,lunga,primavera,soleggiato,7.6,inverno,24
seta,scuro,corta,primavera,neve,-4.35,inverno,10
lana,colorato,corta,primavera,soleggiato,-0.8500000000000001,inverno,17
lana,chiaro,lunga,autunno_inverno,pioggia,11.8,autunno,26
seta,colorato,lunga,primavera,pioggia,23.35,primavera,25
lana,colorato,lunga,autunno_inverno,pioggia,3.8,inverno,30
cashmere,scuro,lunga,inverno,nuvoloso,12.2,primavera,21
tweed,chiaro,corta,inverno,nuvoloso,-0.1499999999999999,inverno,19
cashmere,chiaro,corta,inverno,pioggia,13.7,primavera,13
cashmere,scuro,corta,autunno_inverno,pioggia,7.5,inverno,18
velluto,chiaro,lunga,inverno,pioggia,24.950000000000003,estate,14
cashmere,scuro,corta,all,pioggia,14.2,autunno,16
lana,colorato,corta,all,soleggiato,8.95,inverno,17
velluto,scuro,lunga,primavera,neve,-0.8,primavera,30
seta,colorato,corta,all,soleggiato,1.3,inverno,11
tweed,scuro,corta,inverno,pioggia,5.9,inverno,18
lana,scuro,corta,all,pioggia,18.1,primavera,14
tweed,scuro,corta,autunno_inverno,soleggiato,12.15,primavera,13
tweed,chiaro,corta,autunno_inverno,pioggia,30.15,estate,18
lino,colorato,lunga,primavera,pioggia,29.15,estate,20
cashmere,scuro,lunga,inverno,pioggia,7.2,inverno,29
seta,chiaro,lunga,all,soleggiato,29.05,estate,23
lana,chiaro,lunga,inverno,pioggia,23.15,estate,11
velluto,chiaro,lunga,all,pioggia,12.1,inverno,23
velluto,scuro,lunga,autunno_inverno,pioggia,30.1,estate,9
seta,colorato,lunga,primavera,pioggia,15.25,estate,24
raso,colorato,lunga,inverno,soleggiato,19.55,primavera,17
velluto,scuro,lunga,primavera,nuvoloso,15.9,primavera,24
seta,chiaro,corta,all,soleggiato,13.8,autunno,15
velluto,chiaro,lunga,autunno_inverno,pioggia,27.3,estate,11
cashmere,colorato,corta,inverno,soleggiato,15.35,primavera,12
lana,scuro,lunga,inverno,pioggia,27.75,estate,7
cashmere,colorato,lunga,inverno,soleggiato,25.6,primavera,8
lana,chiaro,corta,primavera,soleggiato,32.9,estate,24
lana,scuro,corta,all,pioggia,4.4,inverno,18
cashmere,scuro,corta,all,soleggiato,14.7,autunno,16
velluto,chiaro,lunga,inverno,soleggiato,19.85,primavera,18
cashmere,chiaro,lunga,all,soleggiato,6.75,inverno,26
velluto,scuro,lunga,primavera,neve,-1.15,inverno,26
lana,colorato,corta,primavera,pioggia,3.2,inverno,17
lino,scuro,corta,autunno_inverno,pioggia,19.85,autunno,18
tweed,colorato,corta,autunno_inverno,soleggiato,8.25,primavera,13
tweed,chiaro,lunga,primavera,soleggiato,10.65,autunno,22
lana,scuro,corta,autunno_inverno,pioggia,29.05,estate,14
seta,scuro,lunga,inverno,pioggia,13.45,autunno,24
raso,colorato,lunga,primavera,soleggiato,12.1,inverno,19
lino,scuro,lunga,all,pioggia,14.9,primavera,22
raso,chiaro,lunga,all,pioggia,7.8,primavera,20
cashmere,chiaro,lunga,autunno_inverno,pioggia,7.75,inverno,28
tweed,colorato,corta,autunno_inverno,soleggiato,24.65,primavera,13
velluto,chiaro,corta,autunno_inverno,nuvoloso,-2.7,primavera,15
cashmere,scuro,corta,autunno_inverno,soleggiato,13.45,primavera,14
cashmere,colorato,corta,all,soleggiato,20.05,autunno,15
lana,chiaro,corta,all,soleggiato,7.8,primavera,17
lino,scuro,corta,inverno,soleggiato,26.3,primavera,17
tweed,scuro,lunga,primavera,pioggia,6.4,primavera,28
seta,colorato,corta,primavera,pioggia,27.85,estate,25
cashmere,chiaro,lunga,autunno_inverno,pioggia,16.95,primavera,19
lino,colorato,lunga,primavera,pioggia,13.5,autunno,21
tweed,chiaro,lunga,primavera,pioggia,20.35,autunno,14
seta,scuro,corta,primavera,pioggia,14.85,autunno,14
lana,chiaro,lunga,inverno,soleggiato,29.3,estate,12
