Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione
scarpa classica,y,y,scuro,all,neve,1,inverno
scarpa da ginnastica,n,n,colorato,primavera_estate,soleggiato,7,inverno
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,12,inverno
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,21,primavera
scarpa classica,y,y,colorato,inverno,soleggiato,5,primavera
scarpa classica,y,y,Chiaro,inverno,nuvoloso,15,autunno
scarpa classica,n,y,Chiaro,primavera_estate,pioggia,16,estate
scarpa classica,y,y,scuro,all,soleggiato,22,primavera
scarpa classica,y,y,colorato,primavera_estate,pioggia,19,inverno
scarpa classica,y,y,colorato,inverno,neve,3,primavera
stivaletto alla caviglia,n,n,Chiaro,autunno,nuvoloso,9,inverno
scarpa classica,y,n,colorato,all,soleggiato,26,estate
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,10,primavera
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,22,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,13,primavera
scarpa classica,n,n,Chiaro,autunno_inverno,soleggiato,20,primavera
scarpa classica,y,n,colorato,inverno,pioggia,7,autunno
scarpa classica,y,n,colorato,all,soleggiato,9,inverno
scarpa classica,y,y,scuro,autunno_inverno,nuvoloso,18,autunno
scarpa classica,y,y,colorato,all,pioggia,29,estate
scarpe aperte,y,n,scuro,primavera,soleggiato,12,primavera
scarpa classica,y,y,Chiaro,inverno,nuvoloso,15,estate
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,30,estate
scarpa classica,y,y,colorato,inverno,pioggia,16,primavera
scarpa da ginnastica,y,n,Chiaro,inverno,soleggiato,6,primavera
scarpa da ginnastica,y,n,Chiaro,inverno,soleggiato,8,inverno
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,12,autunno
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,26,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,18,autunno
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,pioggia,10,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,31,estate
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,30,estate
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,11,inverno
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,15,autunno
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,29,estate
stivaletto alla caviglia,n,n,Chiaro,autunno,soleggiato,4,autunno
scarpe con tacchi,n,n,scuro,estate,pioggia,6,primavera
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,5,primavera
scarpe aperte,y,n,Chiaro,primavera_estate,pioggia,22,autunno
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,9,primavera
scarpe con tacchi,n,n,scuro,inverno,pioggia,18,autunno
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,12,primavera
scarpa da ginnastica,y,n,Chiaro,all,pioggia,12,inverno
scarpe con tacchi,n,n,Chiaro,autunno_inverno,soleggiato,30,estate
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,13,primavera
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,20,autunno
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,1,primavera
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,6,inverno
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,13,primavera
scarpa da ginnastica,y,y,scuro,primavera_estate,soleggiato,12,primavera
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,30,estate
anfibi,y,n,colorato,autunno_inverno,soleggiato,-8,inverno
scarpa classica,n,n,colorato,all,soleggiato,4,inverno
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,7,inverno
scarpe con tacchi,n,n,colorato,primavera_estate,soleggiato,11,inverno
scarpa classica,n,y,colorato,primavera_estate,pioggia,26,estate
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,2,inverno
scarpe con tacchi,n,n,Chiaro,estate,soleggiato,6,inverno
scarpe con tacchi,n,n,scuro,inverno,soleggiato,29,estate
scarpa classica,y,y,Chiaro,primavera_estate,neve,4,inverno
scarpa da ginnastica,y,n,Chiaro,primavera_estate,pioggia,19,estate
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,15,autunno
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,10,primavera
scarpa da ginnastica,y,y,scuro,all,neve,4,primavera
stivaletto alla caviglia,n,n,scuro,autunno,neve,2,inverno
scarpa da ginnastica,n,n,scuro,all,pioggia,30,estate
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,34,estate
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,13,autunno
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,28,estate
scarpe con tacchi,y,n,Chiaro,inverno,nuvoloso,3,inverno
scarpa classica,y,y,Chiaro,all,soleggiato,31,estate
scarpa da ginnastica,n,y,colorato,autunno_inverno,nuvoloso,-2,inverno
scarpa classica,n,n,colorato,inverno,nuvoloso,2,inverno
scarpa da ginnastica,n,n,colorato,all,pioggia,22,primavera
anfibi,n,n,scuro,autunno,pioggia,23,primavera
scarpa classica,y,n,scuro,autunno_inverno,soleggiato,-7,autunno
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,26,estate
scarpa classica,y,y,scuro,inverno,neve,-1,inverno
anfibi,y,y,Chiaro,autunno_inverno,neve,1,primavera
scarpe con tacchi,y,n,colorato,inverno,soleggiato,12,autunno
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,15,autunno
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,20,autunno
scarpe aperte,y,n,scuro,primavera,pioggia,26,autunno
scarpe aperte,y,n,Chiaro,estate,pioggia,10,autunno
scarpa classica,y,y,Chiaro,all,pioggia,27,estate
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,34,estate
scarpe aperte,n,n,colorato,primavera_estate,pioggia,8,autunno
scarpa classica,n,y,Chiaro,inverno,pioggia,7,inverno
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,6,inverno
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,23,estate
scarpe con tacchi,n,n,Chiaro,estate,pioggia,22,autunno
scarpa classica,n,y,scuro,all,soleggiato,3,inverno
scarpa da ginnastica,n,n,scuro,all,nuvoloso,11,autunno
scarpa da ginnastica,y,y,Chiaro,estate,nuvoloso,9,primavera
stivali,n,n,colorato,autunno,nuvoloso,5,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,18,estate
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,30,estate
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,4,autunno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,20,autunno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,0,inverno
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,22,estate
scarpa da ginnastica,n,n,scuro,primavera_estate,nuvoloso,27,autunno
scarpa da ginnastica,y,n,Chiaro,estate,pioggia,8,primavera
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,15,autunno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,11,inverno
scarpa da ginnastica,y,y,scuro,all,pioggia,28,estate
scarpa da ginnastica,n,y,Chiaro,primavera_estate,soleggiato,14,autunno
scarpa da ginnastica,y,y,colorato,all,pioggia,19,primavera
scarpe con tacchi,n,n,scuro,inverno,pioggia,25,primavera
scarpe con tacchi,n,n,Chiaro,estate,nuvoloso,20,autunno
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,25,estate
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,26,autunno
scarpa classica,n,y,Chiaro,primavera_estate,soleggiato,30,estate
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,soleggiato,18,autunno
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,16,autunno
scarpe con tacchi,y,n,colorato,primavera_estate,pioggia,18,estate
scarpa classica,n,n,Chiaro,primavera_estate,soleggiato,30,estate
scarpa classica,n,n,Chiaro,all,soleggiato,27,estate
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,19,autunno
scarpa classica,y,y,Chiaro,all,soleggiato,30,estate
scarpa classica,n,y,scuro,inverno,soleggiato,11,primavera
scarpa da ginnastica,n,y,colorato,autunno_inverno,soleggiato,2,inverno
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,19,autunno
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,nuvoloso,-1,inverno
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,6,primavera
anfibi,n,n,scuro,inverno,soleggiato,12,autunno
scarpa da ginnastica,n,y,colorato,all,soleggiato,26,primavera
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,32,estate
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,8,primavera
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,24,estate
scarpa da ginnastica,y,n,colorato,estate,pioggia,10,inverno
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,26,estate
scarpa da ginnastica,n,y,scuro,all,pioggia,21,autunno
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,8,autunno
scarpe aperte,n,n,scuro,primavera,soleggiato,2,inverno
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,7,inverno
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,6,autunno
scarpa classica,y,y,scuro,all,neve,-4,primavera
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,nuvoloso,20,autunno
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,17,primavera
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,8,inverno
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,18,autunno
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,9,inverno
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,24,estate
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,16,primavera
scarpa da ginnastica,y,y,colorato,all,soleggiato,15,primavera
stivaletto alla caviglia,n,n,scuro,autunno_inverno,nuvoloso,28,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,nuvoloso,13,inverno
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,neve,8,inverno
scarpa classica,n,n,Chiaro,all,soleggiato,17,autunno
scarpe con tacchi,y,n,colorato,estate,pioggia,17,primavera
scarpe con tacchi,n,n,Chiaro,autunno_inverno,soleggiato,7,primavera
scarpa da ginnastica,y,y,colorato,estate,pioggia,10,inverno
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,26,autunno
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,27,estate
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,22,estate
scarpa da ginnastica,n,y,scuro,all,soleggiato,8,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,16,autunno
scarpa classica,n,y,colorato,all,soleggiato,24,primavera
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,14,autunno
scarpa classica,n,n,Chiaro,all,soleggiato,15,primavera
scarpa da ginnastica,y,y,scuro,estate,pioggia,30,estate
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,31,estate
scarpe con tacchi,y,n,scuro,primavera_estate,soleggiato,24,autunno
scarpe aperte,y,n,colorato,primavera,soleggiato,8,inverno
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,27,estate
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,neve,2,primavera
stivaletto alla caviglia,y,n,scuro,inverno,soleggiato,1,inverno
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,10,primavera
scarpa classica,n,y,colorato,all,pioggia,10,primavera
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,24,estate
scarpe con tacchi,y,n,colorato,estate,pioggia,21,autunno
stivali,n,y,scuro,inverno,pioggia,1,inverno
scarpa da ginnastica,y,n,colorato,inverno,pioggia,3,inverno
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,31,estate
scarpa da ginnastica,n,y,colorato,estate,pioggia,27,estate
scarpa da ginnastica,n,y,Chiaro,estate,pioggia,3,autunno
scarpa da ginnastica,n,n,colorato,primavera_estate,soleggiato,25,primavera
scarpa da ginnastica,n,n,scuro,estate,nuvoloso,1,inverno
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,7,inverno
scarpe con tacchi,y,n,colorato,primavera_estate,pioggia,13,inverno
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,nuvoloso,20,primavera
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,28,estate
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,10,inverno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,7,inverno
scarpa da ginnastica,y,n,Chiaro,all,soleggiato,30,estate
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,4,primavera
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,29,estate
scarpa classica,y,n,colorato,autunno_inverno,pioggia,21,autunno
scarpa classica,y,n,Chiaro,all,pioggia,8,inverno
scarpa classica,y,n,colorato,all,pioggia,34,autunno
scarpa classica,y,n,Chiaro,inverno,nuvoloso,20,autunno
scarpa classica,y,n,colorato,inverno,soleggiato,19,autunno
scarpa classica,y,n,colorato,primavera_estate,pioggia,12,autunno
scarpa classica,y,n,Chiaro,primavera_estate,pioggia,18,primavera
scarpa classica,y,y,scuro,inverno,pioggia,12,primavera
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,32,estate
scarpa classica,n,y,colorato,inverno,soleggiato,27,autunno
scarpe con tacchi,n,n,Chiaro,autunno_inverno,soleggiato,31,autunno
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,28,estate
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,23,estate
stivaletto alla caviglia,n,n,Chiaro,inverno,nuvoloso,13,primavera
scarpe con tacchi,n,n,scuro,inverno,soleggiato,15,autunno
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,17,autunno
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,18,autunno
stivaletto alla caviglia,y,n,Chiaro,inverno,soleggiato,27,estate
stivaletto alla caviglia,y,n,colorato,inverno,soleggiato,4,inverno
scarpa classica,y,n,Chiaro,all,pioggia,12,primavera
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,18,autunno
scarpa da ginnastica,n,n,Chiaro,primavera_estate,soleggiato,0,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,1,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,5,inverno
scarpa classica,n,n,scuro,inverno,nuvoloso,12,primavera
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,10,primavera
scarpa da ginnastica,n,n,Chiaro,inverno,nuvoloso,16,autunno
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,4,primavera
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,6,inverno
scarpa classica,n,n,colorato,inverno,pioggia,5,primavera
scarpa classica,y,y,Chiaro,all,pioggia,25,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,25,estate
stivaletto alla caviglia,y,n,scuro,autunno_inverno,neve,3,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,18,estate
scarpe aperte,n,n,Chiaro,estate,pioggia,16,autunno
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,23,primavera
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,7,inverno
scarpe aperte,n,n,scuro,primavera,soleggiato,14,primavera
anfibi,n,y,colorato,autunno_inverno,pioggia,21,autunno
scarpa classica,n,y,scuro,inverno,soleggiato,-3,inverno
anfibi,n,y,Chiaro,autunno,soleggiato,6,inverno
scarpa classica,n,n,colorato,primavera_estate,pioggia,11,primavera
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,19,estate
scarpe con tacchi,n,n,Chiaro,estate,pioggia,11,primavera
scarpe con tacchi,n,n,Chiaro,inverno,nuvoloso,23,autunno
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,-5,autunno
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,30,estate
scarpe con tacchi,n,n,colorato,inverno,soleggiato,28,estate
scarpa da ginnastica,y,y,Chiaro,all,pioggia,30,estate
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,23,primavera
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,8,inverno
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,9,autunno
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,12,primavera
scarpa da ginnastica,n,n,colorato,all,neve,-2,inverno
anfibi,n,y,scuro,autunno_inverno,soleggiato,29,estate
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,6,primavera
scarpa classica,n,y,colorato,inverno,pioggia,8,primavera
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,4,primavera
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,30,estate
scarpe aperte,y,n,Chiaro,primavera_estate,nuvoloso,15,autunno
scarpe aperte,n,n,colorato,estate,pioggia,14,autunno
scarpe con tacchi,n,n,colorato,inverno,nuvoloso,7,primavera
scarpa da ginnastica,n,n,Chiaro,estate,soleggiato,5,primavera
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,soleggiato,28,primavera
scarpa da ginnastica,y,n,colorato,all,pioggia,24,primavera
scarpa da ginnastica,y,n,colorato,all,soleggiato,27,autunno
scarpa da ginnastica,y,n,scuro,primavera_estate,neve,0,inverno
scarpa classica,y,y,colorato,autunno_inverno,pioggia,7,primavera
scarpa classica,y,y,scuro,all,neve,-3,inverno
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,5,inverno
scarpa da ginnastica,y,y,Chiaro,primavera_estate,soleggiato,2,primavera
scarpa da ginnastica,y,y,Chiaro,primavera_estate,soleggiato,2,inverno
scarpa da ginnastica,y,y,colorato,inverno,pioggia,11,inverno
scarpa classica,n,n,scuro,inverno,pioggia,30,estate
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,25,autunno
scarpe aperte,n,n,Chiaro,primavera,pioggia,15,autunno
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,12,inverno
stivaletto alla caviglia,n,n,scuro,inverno,nuvoloso,11,autunno
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,6,inverno
scarpa da ginnastica,y,n,Chiaro,all,pioggia,16,autunno
scarpa da ginnastica,n,y,scuro,inverno,pioggia,-2,inverno
scarpa classica,n,y,scuro,autunno_inverno,nuvoloso,16,primavera
scarpa da ginnastica,n,n,colorato,all,nuvoloso,4,primavera
anfibi,n,y,scuro,autunno_inverno,nuvoloso,1,primavera
anfibi,n,y,colorato,autunno,pioggia,27,estate
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,9,primavera
anfibi,n,y,scuro,inverno,nuvoloso,13,inverno
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,0,primavera
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,19,autunno
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,3,primavera
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,11,primavera
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,6,inverno
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,2,inverno
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,10,primavera
scarpa da ginnastica,n,n,Chiaro,primavera_estate,neve,-6,primavera
scarpe con tacchi,n,n,colorato,estate,pioggia,30,estate
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,pioggia,11,primavera
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,18,primavera
stivaletto alla caviglia,n,n,scuro,autunno_inverno,nuvoloso,8,inverno
scarpa classica,n,y,colorato,primavera_estate,pioggia,17,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,-3,primavera
scarpa da ginnastica,y,n,colorato,estate,pioggia,15,autunno
scarpa da ginnastica,n,n,scuro,autunno_inverno,neve,3,autunno
scarpa da ginnastica,y,n,colorato,estate,nuvoloso,11,primavera
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,22,primavera
scarpa da ginnastica,y,n,Chiaro,all,pioggia,21,estate
scarpa da ginnastica,n,n,colorato,estate,pioggia,19,estate
scarpa classica,y,n,scuro,all,pioggia,10,inverno
anfibi,y,n,colorato,inverno,pioggia,18,primavera
scarpa da ginnastica,y,n,scuro,inverno,pioggia,8,autunno
stivali,n,n,Chiaro,inverno,soleggiato,19,estate
scarpa da ginnastica,n,y,scuro,inverno,pioggia,23,estate
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,2,inverno
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,28,estate
scarpa da ginnastica,y,y,colorato,inverno,nuvoloso,2,inverno
scarpa da ginnastica,y,n,scuro,estate,pioggia,28,autunno
scarpa da ginnastica,y,n,scuro,autunno_inverno,pioggia,8,primavera
scarpa da ginnastica,n,y,scuro,estate,soleggiato,27,estate
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,32,estate
scarpa da ginnastica,y,y,scuro,all,pioggia,17,primavera
scarpa da ginnastica,y,y,scuro,estate,pioggia,15,autunno
scarpa da ginnastica,n,n,scuro,estate,pioggia,5,autunno
scarpa classica,n,y,scuro,all,pioggia,23,estate
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,18,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,0,inverno
scarpa da ginnastica,y,y,scuro,estate,soleggiato,21,primavera
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,19,autunno
anfibi,y,n,Chiaro,autunno,pioggia,10,primavera
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,2,inverno
scarpe con tacchi,y,n,colorato,autunno_inverno,pioggia,16,autunno
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,4,inverno
scarpe con tacchi,n,n,scuro,primavera_estate,nuvoloso,21,autunno
scarpa da ginnastica,y,y,Chiaro,estate,soleggiato,2,primavera
scarpa da ginnastica,n,n,colorato,estate,nuvoloso,15,autunno
