time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
2022-11-29,nuvoloso,8,autunno,novembre
2022-09-13,soleggiato,23,autunno,settembre
2022-12-25,nuvoloso,7,inverno,dicembre
2022-05-24,pioggia,19,primavera,maggio
2022-10-21,pioggia,15,autunno,ottobre
2022-10-05,nuvoloso,9,autunno,ottobre
2022-08-25,soleggiato,28,estate,agosto
2022-11-28,neve,-6,autunno,novembre
2022-12-02,pioggia,3,inverno,dicembre
2022-04-13,soleggiato,12,primavera,aprile
2022-11-30,nuvoloso,4,autunno,novembre
2022-01-22,nuvoloso,1,inverno,gennaio
2022-11-27,nuvoloso,2,autunno,novembre
2022-07-05,soleggiato,32,estate,luglio
2022-09-06,soleggiato,29,autunno,settembre
2022-09-17,pioggia,15,autunno,settembre
2022-04-19,soleggiato,9,primavera,aprile
2022-10-24,pioggia,17,autunno,ottobre
2022-02-07,pioggia,8,inverno,febbraio
2022-02-28,nuvoloso,3,inverno,febbraio
2022-11-14,nuvoloso,11,autunno,novembre
2022-02-21,pioggia,7,inverno,febbraio
2022-08-26,pioggia,19,estate,agosto
2022-01-30,soleggiato,6,inverno,gennaio
2022-01-05,pioggia,10,inverno,gennaio
2022-12-21,pioggia,-4,inverno,dicembre
2022-07-12,pioggia,26,estate,luglio
2022-10-01,nuvoloso,15,autunno,ottobre
2022-06-22,soleggiato,26,estate,giugno
2022-08-04,pioggia,21,estate,agosto
2022-07-30,soleggiato,36,estate,luglio
2022-07-21,soleggiato,25,estate,luglio
2022-12-09,neve,1,inverno,dicembre
2022-03-01,soleggiato,2,primavera,marzo
2022-07-17,pioggia,31,estate,luglio
2022-07-26,soleggiato,33,estate,luglio
2022-08-31,pioggia,28,estate,agosto
2022-10-20,nuvoloso,19,autunno,ottobre
2022-05-13,soleggiato,22,primavera,maggio
2022-03-23,soleggiato,6,primavera,marzo
2022-07-15,soleggiato,25,estate,luglio
2022-03-10,pioggia,-1,primavera,marzo
2022-07-29,pioggia,33,estate,luglio
2022-07-29,pioggia,30,estate,luglio
2022-08-29,soleggiato,33,estate,agosto
2022-12-16,pioggia,13,inverno,dicembre
2022-07-26,pioggia,20,estate,luglio
2022-09-27,pioggia,20,autunno,settembre
2022-06-21,pioggia,27,estate,giugno
2022-04-26,soleggiato,15,primavera,aprile
2022-07-28,pioggia,28,estate,luglio
2022-03-22,soleggiato,7,primavera,marzo
2022-08-11,pioggia,27,estate,agosto
2022-10-28,soleggiato,15,autunno,ottobre
2022-03-25,soleggiato,10,primavera,marzo
2022-08-06,soleggiato,33,estate,agosto
2022-09-07,pioggia,28,autunno,settembre
2022-06-09,pioggia,19,estate,giugno
2022-07-23,soleggiato,29,estate,luglio
2022-08-03,soleggiato,30,estate,agosto
2022-03-17,nuvoloso,10,primavera,marzo
2022-08-27,pioggia,26,estate,agosto
2022-05-01,pioggia,14,primavera,maggio
2022-06-16,pioggia,26,estate,giugno
2022-05-14,pioggia,24,primavera,maggio
2022-09-16,pioggia,27,autunno,settembre
2022-06-12,soleggiato,23,estate,giugno
2022-08-26,pioggia,27,estate,agosto
2022-02-19,pioggia,-1,inverno,febbraio
2022-07-27,pioggia,25,estate,luglio
2022-07-01,soleggiato,26,estate,luglio
2022-11-29,pioggia,3,autunno,novembre
2022-07-17,pioggia,27,estate,luglio
2022-05-22,nuvoloso,21,primavera,maggio
2022-09-02,pioggia,19,autunno,settembre
2022-07-07,pioggia,30,estate,luglio
2022-09-28,pioggia,18,autunno,settembre
2022-12-11,pioggia,9,inverno,dicembre
2022-09-07,pioggia,17,autunno,settembre
2022-05-16,pioggia,25,primavera,maggio
2022-01-28,nuvoloso,6,inverno,gennaio
2022-05-29,pioggia,11,primavera,maggio
2022-12-23,nuvoloso,7,inverno,dicembre
2022-11-24,soleggiato,4,autunno,novembre
2022-12-15,pioggia,14,inverno,dicembre
2022-03-05,soleggiato,3,primavera,marzo
2022-07-27,pioggia,29,estate,luglio
2022-10-13,pioggia,8,autunno,ottobre
2022-02-26,neve,4,inverno,febbraio
2022-08-11,pioggia,17,estate,agosto
2022-08-12,pioggia,22,estate,agosto
2022-08-14,soleggiato,26,estate,agosto
2022-09-12,soleggiato,18,autunno,settembre
2022-12-11,pioggia,3,inverno,dicembre
2022-08-16,pioggia,30,estate,agosto
2022-12-23,pioggia,13,inverno,dicembre
2022-01-10,soleggiato,0,inverno,gennaio
2022-04-02,neve,5,primavera,aprile
2022-09-13,soleggiato,25,autunno,settembre
2022-12-06,nuvoloso,7,inverno,dicembre
2022-01-19,neve,1,inverno,gennaio
2022-01-21,pioggia,-2,inverno,gennaio
2022-04-30,soleggiato,14,primavera,aprile
2022-12-08,pioggia,2,inverno,dicembre
2022-07-21,pioggia,32,estate,luglio
2022-07-09,soleggiato,29,estate,luglio
2022-07-11,pioggia,27,estate,luglio
2022-07-04,pioggia,20,estate,luglio
2022-12-24,nuvoloso,12,inverno,dicembre
2022-12-18,pioggia,5,inverno,dicembre
2022-03-11,soleggiato,9,primavera,marzo
2022-06-04,nuvoloso,26,estate,giugno
2022-10-19,soleggiato,22,autunno,ottobre
2022-10-24,pioggia,18,autunno,ottobre
2022-06-29,soleggiato,30,estate,giugno
2022-08-23,pioggia,26,estate,agosto
2022-04-14,soleggiato,12,primavera,aprile
2022-02-25,soleggiato,9,inverno,febbraio
2022-07-27,pioggia,33,estate,luglio
2022-03-24,soleggiato,8,primavera,marzo
2022-04-23,pioggia,13,primavera,aprile
2022-06-11,soleggiato,27,estate,giugno
2022-07-22,soleggiato,34,estate,luglio
2022-01-30,soleggiato,1,inverno,gennaio
2022-05-05,pioggia,6,primavera,maggio
2022-09-14,pioggia,27,autunno,settembre
2022-06-12,pioggia,16,estate,giugno
2022-02-08,soleggiato,3,inverno,febbraio
2022-07-23,pioggia,34,estate,luglio
2022-06-18,soleggiato,28,estate,giugno
2022-10-18,soleggiato,20,autunno,ottobre
2022-02-23,soleggiato,8,inverno,febbraio
2022-10-08,soleggiato,20,autunno,ottobre
2022-08-15,soleggiato,33,estate,agosto
2022-07-05,soleggiato,30,estate,luglio
2022-03-06,pioggia,7,primavera,marzo
2022-06-12,soleggiato,24,estate,giugno
2022-09-29,pioggia,14,autunno,settembre
2022-06-10,pioggia,22,estate,giugno
2022-10-12,pioggia,20,autunno,ottobre
2022-07-11,soleggiato,26,estate,luglio
2022-09-18,soleggiato,17,autunno,settembre
2022-01-11,soleggiato,5,inverno,gennaio
2022-06-07,soleggiato,26,estate,giugno
2022-05-20,soleggiato,17,primavera,maggio
2022-06-24,pioggia,27,estate,giugno
2022-06-07,pioggia,22,estate,giugno
2022-06-26,pioggia,25,estate,giugno
2022-09-10,pioggia,26,autunno,settembre
2022-10-30,soleggiato,18,autunno,ottobre
2022-03-08,pioggia,-1,primavera,marzo
2022-09-08,soleggiato,23,autunno,settembre
2022-10-04,soleggiato,21,autunno,ottobre
2022-02-18,pioggia,6,inverno,febbraio
2022-02-15,pioggia,8,inverno,febbraio
2022-07-10,soleggiato,29,estate,luglio
2022-04-11,soleggiato,8,primavera,aprile
2022-05-12,pioggia,15,primavera,maggio
2022-08-22,soleggiato,15,estate,agosto
2022-04-04,pioggia,8,primavera,aprile
2022-01-12,soleggiato,2,inverno,gennaio
2022-04-17,pioggia,8,primavera,aprile
2022-06-18,pioggia,30,estate,giugno
2022-11-07,soleggiato,15,autunno,novembre
2022-02-05,soleggiato,5,inverno,febbraio
2022-06-28,pioggia,28,estate,giugno
2022-04-22,pioggia,12,primavera,aprile
2022-12-25,pioggia,14,inverno,dicembre
2022-03-31,pioggia,10,primavera,marzo
2022-05-13,pioggia,23,primavera,maggio
2022-10-13,nuvoloso,17,autunno,ottobre
2022-10-22,pioggia,21,autunno,ottobre
2022-03-28,pioggia,15,primavera,marzo
2022-05-09,pioggia,18,primavera,maggio
2022-12-15,pioggia,15,inverno,dicembre
2022-10-16,nuvoloso,20,autunno,ottobre
2022-04-29,soleggiato,8,primavera,aprile
2022-01-08,nuvoloso,-1,inverno,gennaio
2022-10-20,pioggia,10,autunno,ottobre
2022-04-25,pioggia,14,primavera,aprile
2022-01-23,soleggiato,3,inverno,gennaio
2022-10-04,pioggia,17,autunno,ottobre
2022-08-22,pioggia,28,estate,agosto
2022-02-24,soleggiato,5,inverno,febbraio
2022-03-02,soleggiato,2,primavera,marzo
2022-09-11,soleggiato,31,autunno,settembre
2022-09-26,pioggia,17,autunno,settembre
2022-07-08,pioggia,24,estate,luglio
2022-04-02,pioggia,5,primavera,aprile
2022-01-21,nuvoloso,1,inverno,gennaio
2022-08-04,soleggiato,29,estate,agosto
2022-11-18,pioggia,7,autunno,novembre
2022-05-09,pioggia,18,primavera,maggio
2022-10-16,nuvoloso,10,autunno,ottobre
2022-07-06,pioggia,28,estate,luglio
2022-12-20,soleggiato,-4,inverno,dicembre
2022-03-19,neve,-2,primavera,marzo
2022-10-11,pioggia,21,autunno,ottobre
2022-06-13,pioggia,16,estate,giugno
2022-07-30,pioggia,24,estate,luglio
2022-10-25,pioggia,19,autunno,ottobre
2022-09-10,pioggia,28,autunno,settembre
2022-06-26,soleggiato,25,estate,giugno
2022-07-03,soleggiato,32,estate,luglio
2022-12-24,soleggiato,5,inverno,dicembre
2022-08-24,pioggia,19,estate,agosto
2022-11-29,pioggia,1,autunno,novembre
2022-02-05,soleggiato,2,inverno,febbraio
2022-10-31,soleggiato,17,autunno,ottobre
2022-12-18,soleggiato,-5,inverno,dicembre
2022-09-23,nuvoloso,6,autunno,settembre
2022-08-14,pioggia,20,estate,agosto
2022-11-25,soleggiato,5,autunno,novembre
2022-09-19,soleggiato,19,autunno,settembre
2022-06-19,soleggiato,19,estate,giugno
2022-05-10,pioggia,10,primavera,maggio
2022-12-08,nuvoloso,6,inverno,dicembre
2022-09-04,pioggia,26,autunno,settembre
2022-08-07,pioggia,25,estate,agosto
2022-09-12,soleggiato,26,autunno,settembre
2022-08-09,pioggia,29,estate,agosto
2022-05-24,soleggiato,19,primavera,maggio
2022-06-29,soleggiato,29,estate,giugno
2022-05-25,soleggiato,23,primavera,maggio
2022-12-17,soleggiato,-2,inverno,dicembre
2022-04-21,pioggia,13,primavera,aprile
2022-05-31,soleggiato,21,primavera,maggio
2022-09-25,pioggia,19,autunno,settembre
2022-04-10,soleggiato,-3,primavera,aprile
2022-01-05,neve,8,inverno,gennaio
2022-12-20,nuvoloso,3,inverno,dicembre
2022-10-05,soleggiato,12,autunno,ottobre
2022-05-27,soleggiato,27,primavera,maggio
2022-03-15,soleggiato,12,primavera,marzo
2022-10-02,nuvoloso,19,autunno,ottobre
2022-07-11,pioggia,27,estate,luglio
2022-07-18,pioggia,32,estate,luglio
2022-02-21,pioggia,5,inverno,febbraio
2022-06-14,soleggiato,27,estate,giugno
2022-04-25,pioggia,13,primavera,aprile
2022-09-03,pioggia,25,autunno,settembre
2022-08-30,pioggia,29,estate,agosto
2022-07-13,soleggiato,25,estate,luglio
2022-08-24,nuvoloso,24,estate,agosto
2022-04-08,soleggiato,12,primavera,aprile
2022-11-17,pioggia,7,autunno,novembre
2022-06-24,pioggia,28,estate,giugno
2022-04-26,pioggia,15,primavera,aprile
2022-04-15,soleggiato,14,primavera,aprile
2022-02-09,soleggiato,2,inverno,febbraio
2022-05-07,pioggia,16,primavera,maggio
2022-12-25,nuvoloso,7,inverno,dicembre
2022-03-25,pioggia,3,primavera,marzo
2022-11-17,pioggia,18,autunno,novembre
2022-06-15,pioggia,28,estate,giugno
2022-02-08,soleggiato,4,inverno,febbraio
2022-11-19,pioggia,14,autunno,novembre
2022-04-20,nuvoloso,13,primavera,aprile
2022-03-12,nuvoloso,4,primavera,marzo
2022-09-12,soleggiato,24,autunno,settembre
2022-10-12,pioggia,15,autunno,ottobre
2022-06-09,pioggia,21,estate,giugno
2022-08-22,pioggia,26,estate,agosto
2022-04-30,soleggiato,12,primavera,aprile
2022-09-06,pioggia,23,autunno,settembre
2022-05-21,soleggiato,19,primavera,maggio
2022-07-25,soleggiato,35,estate,luglio
2022-04-17,soleggiato,8,primavera,aprile
2022-04-20,pioggia,12,primavera,aprile
2022-08-12,pioggia,26,estate,agosto
2022-10-08,soleggiato,14,autunno,ottobre
2022-09-13,soleggiato,25,autunno,settembre
2022-02-10,nuvoloso,2,inverno,febbraio
2022-02-09,soleggiato,5,inverno,febbraio
2022-05-23,nuvoloso,26,primavera,maggio
2022-08-14,soleggiato,26,estate,agosto
2022-03-30,pioggia,11,primavera,marzo
2022-10-19,soleggiato,21,autunno,ottobre
2022-07-28,pioggia,17,estate,luglio
2022-06-07,soleggiato,22,estate,giugno
2022-10-11,pioggia,21,autunno,ottobre
2022-01-03,pioggia,10,inverno,gennaio
2022-08-24,soleggiato,26,estate,agosto
2022-01-11,soleggiato,1,inverno,gennaio
2022-04-05,nuvoloso,-1,primavera,aprile
2022-02-06,pioggia,10,inverno,febbraio
2022-06-05,pioggia,27,estate,giugno
2022-03-23,soleggiato,8,primavera,marzo
2022-10-27,soleggiato,20,autunno,ottobre
2022-04-11,soleggiato,8,primavera,aprile
2022-07-02,pioggia,26,estate,luglio
2022-02-12,soleggiato,0,inverno,febbraio
2022-06-17,pioggia,30,estate,giugno
2022-05-22,soleggiato,18,primavera,maggio
2022-11-29,pioggia,13,autunno,novembre
2022-08-14,soleggiato,24,estate,agosto
2022-06-04,nuvoloso,28,estate,giugno
2022-08-20,soleggiato,32,estate,agosto
2022-01-07,nuvoloso,-5,inverno,gennaio
2022-06-02,soleggiato,31,estate,giugno
2022-09-23,soleggiato,22,autunno,settembre
2022-04-22,pioggia,14,primavera,aprile
2022-08-25,soleggiato,27,estate,agosto
2022-05-23,pioggia,22,primavera,maggio
2022-05-29,pioggia,14,primavera,maggio
2022-11-09,nuvoloso,14,autunno,novembre
2022-01-13,soleggiato,-2,inverno,gennaio
2022-11-25,pioggia,12,autunno,novembre
2022-04-02,pioggia,4,primavera,aprile
2022-01-15,soleggiato,3,inverno,gennaio
2022-07-08,soleggiato,22,estate,luglio
2022-08-13,soleggiato,26,estate,agosto
2022-10-29,soleggiato,15,autunno,ottobre
2022-11-14,pioggia,9,autunno,novembre
2022-02-09,soleggiato,3,inverno,febbraio
2022-07-04,soleggiato,33,estate,luglio
2022-01-29,soleggiato,2,inverno,gennaio
2022-08-07,pioggia,31,estate,agosto
2022-05-18,nuvoloso,22,primavera,maggio
2022-10-09,pioggia,18,autunno,ottobre
2022-07-15,soleggiato,27,estate,luglio
2022-08-26,pioggia,31,estate,agosto
2022-08-08,pioggia,28,estate,agosto
2022-05-31,pioggia,17,primavera,maggio
2022-03-17,nuvoloso,9,primavera,marzo
2022-09-14,pioggia,26,autunno,settembre
2022-02-10,nuvoloso,7,inverno,febbraio
2022-12-02,pioggia,5,inverno,dicembre
2022-12-05,pioggia,7,inverno,dicembre
2022-10-18,soleggiato,19,autunno,ottobre
2022-05-04,nuvoloso,16,primavera,maggio
2022-02-20,pioggia,7,inverno,febbraio
2022-02-10,soleggiato,-2,inverno,febbraio
2022-03-13,nuvoloso,2,primavera,marzo
2022-05-17,pioggia,13,primavera,maggio
2022-04-20,nuvoloso,8,primavera,aprile
2022-04-03,pioggia,6,primavera,aprile
2022-09-23,soleggiato,10,autunno,settembre
2022-02-03,soleggiato,5,inverno,febbraio
2022-10-31,soleggiato,18,autunno,ottobre
2022-07-07,nuvoloso,25,estate,luglio
2022-05-04,pioggia,16,primavera,maggio
2022-09-09,pioggia,12,autunno,settembre
2022-08-07,pioggia,27,estate,agosto
2022-10-29,nuvoloso,14,autunno,ottobre
2022-09-12,nuvoloso,19,autunno,settembre
2022-12-11,neve,-9,inverno,dicembre
2022-01-19,pioggia,0,inverno,gennaio
2022-11-03,nuvoloso,20,autunno,novembre
2022-10-10,pioggia,16,autunno,ottobre
2022-09-19,pioggia,15,autunno,settembre
2022-03-14,nuvoloso,9,primavera,marzo
2022-10-27,soleggiato,10,autunno,ottobre
2022-02-16,nuvoloso,5,inverno,febbraio
2022-07-14,soleggiato,26,estate,luglio
2022-02-19,pioggia,11,inverno,febbraio
2022-08-28,pioggia,27,estate,agosto
2022-06-09,pioggia,21,estate,giugno
2022-06-11,soleggiato,21,estate,giugno
2022-01-29,soleggiato,2,inverno,gennaio
2022-09-10,soleggiato,18,autunno,settembre
2022-06-12,soleggiato,26,estate,giugno
2022-10-20,soleggiato,20,autunno,ottobre
2022-09-25,pioggia,17,autunno,settembre
2022-01-26,soleggiato,4,inverno,gennaio
2022-02-01,soleggiato,5,inverno,febbraio
2022-09-19,soleggiato,20,autunno,settembre
2022-10-15,nuvoloso,14,autunno,ottobre
2022-05-12,soleggiato,22,primavera,maggio
2022-01-25,soleggiato,-3,inverno,gennaio
2022-11-12,nuvoloso,6,autunno,novembre
2022-11-20,pioggia,7,autunno,novembre
2022-07-04,pioggia,30,estate,luglio
2022-03-28,soleggiato,11,primavera,marzo
2022-12-13,pioggia,9,inverno,dicembre
2022-09-10,pioggia,12,autunno,settembre
2022-03-28,soleggiato,8,primavera,marzo
2022-10-20,pioggia,17,autunno,ottobre
2022-06-06,soleggiato,28,estate,giugno
2022-09-16,soleggiato,19,autunno,settembre
2022-11-30,nuvoloso,3,autunno,novembre
2022-01-25,soleggiato,2,inverno,gennaio
2022-06-18,soleggiato,28,estate,giugno
2022-07-23,soleggiato,33,estate,luglio
2022-10-16,nuvoloso,16,autunno,ottobre
2022-11-16,pioggia,17,autunno,novembre
2022-01-13,soleggiato,2,inverno,gennaio
2022-06-29,soleggiato,26,estate,giugno
2022-01-05,pioggia,10,inverno,gennaio
2022-06-12,pioggia,23,estate,giugno
2022-09-16,pioggia,24,autunno,settembre
2022-12-15,pioggia,10,inverno,dicembre
2022-08-04,soleggiato,31,estate,agosto
2022-07-22,pioggia,33,estate,luglio
2022-11-20,soleggiato,2,autunno,novembre
2022-04-16,pioggia,14,primavera,aprile
2022-07-19,soleggiato,30,estate,luglio
2022-06-17,pioggia,28,estate,giugno
2022-12-18,nuvoloso,10,inverno,dicembre
2022-01-13,soleggiato,4,inverno,gennaio
2022-12-01,pioggia,3,inverno,dicembre
2022-12-02,pioggia,13,inverno,dicembre
2022-06-10,pioggia,25,estate,giugno
2022-04-14,soleggiato,14,primavera,aprile
2022-12-07,nuvoloso,4,inverno,dicembre
2022-12-04,pioggia,12,inverno,dicembre
2022-05-15,pioggia,13,primavera,maggio
2022-11-18,pioggia,3,autunno,novembre
2022-01-07,soleggiato,-3,inverno,gennaio
2022-04-06,pioggia,11,primavera,aprile
2022-10-10,pioggia,19,autunno,ottobre
2022-01-03,nuvoloso,12,inverno,gennaio
2022-01-31,pioggia,7,inverno,gennaio
2022-10-12,nuvoloso,17,autunno,ottobre
2022-09-09,pioggia,24,autunno,settembre
2022-03-23,soleggiato,9,primavera,marzo
2022-05-08,pioggia,15,primavera,maggio
2022-04-26,pioggia,14,primavera,aprile
2022-09-17,pioggia,13,autunno,settembre
2022-09-02,pioggia,24,autunno,settembre
2022-05-11,pioggia,12,primavera,maggio
2022-06-08,pioggia,23,estate,giugno
2022-06-18,soleggiato,28,estate,giugno
2022-08-04,soleggiato,31,estate,agosto
2022-05-19,soleggiato,13,primavera,maggio
2022-10-21,pioggia,17,autunno,ottobre
2022-03-29,nuvoloso,10,primavera,marzo
2022-12-13,neve,-1,inverno,dicembre
2022-04-15,soleggiato,14,primavera,aprile
2022-05-22,nuvoloso,20,primavera,maggio
2022-02-27,soleggiato,3,inverno,febbraio
2022-12-03,pioggia,12,inverno,dicembre
2022-03-13,soleggiato,6,primavera,marzo
2022-09-16,pioggia,28,autunno,settembre
2022-07-19,pioggia,28,estate,luglio
2022-09-29,pioggia,18,autunno,settembre
2022-10-27,soleggiato,21,autunno,ottobre
2022-03-10,soleggiato,5,primavera,marzo
2022-01-25,soleggiato,-6,inverno,gennaio
2022-05-03,pioggia,12,primavera,maggio
2022-06-17,pioggia,29,estate,giugno
2022-08-15,pioggia,29,estate,agosto
2022-04-06,pioggia,12,primavera,aprile
2022-05-19,soleggiato,23,primavera,maggio
2022-04-29,soleggiato,14,primavera,aprile
2022-04-30,soleggiato,14,primavera,aprile
2022-07-21,soleggiato,35,estate,luglio
2022-08-27,soleggiato,32,estate,agosto
2022-07-29,pioggia,31,estate,luglio
2022-06-20,soleggiato,30,estate,giugno
2022-09-17,pioggia,14,autunno,settembre
2022-03-25,soleggiato,11,primavera,marzo
2022-11-18,pioggia,10,autunno,novembre
2022-10-21,pioggia,18,autunno,ottobre
2022-03-10,soleggiato,8,primavera,marzo
2022-04-16,soleggiato,15,primavera,aprile
2022-03-17,soleggiato,11,primavera,marzo
2022-05-10,soleggiato,20,primavera,maggio
2022-03-13,soleggiato,4,primavera,marzo
2022-03-19,pioggia,7,primavera,marzo
2022-12-16,pioggia,16,inverno,dicembre
2022-10-24,nuvoloso,21,autunno,ottobre
2022-12-13,nuvoloso,-14,inverno,dicembre
2022-07-07,pioggia,27,estate,luglio
2022-08-21,pioggia,32,estate,agosto
2022-05-25,pioggia,20,primavera,maggio
2022-12-10,neve,-1,inverno,dicembre
2022-01-26,nuvoloso,0,inverno,gennaio
2022-02-28,pioggia,4,inverno,febbraio
2022-01-13,soleggiato,-3,inverno,gennaio
2022-03-06,soleggiato,-1,primavera,marzo
2022-12-10,pioggia,6,inverno,dicembre
2022-01-24,pioggia,3,inverno,gennaio
2022-08-23,pioggia,25,estate,agosto
2022-04-02,pioggia,6,primavera,aprile
2022-12-20,soleggiato,2,inverno,dicembre
2022-07-09,pioggia,21,estate,luglio
2022-12-06,pioggia,14,inverno,dicembre
2022-08-21,pioggia,28,estate,agosto
2022-01-27,soleggiato,6,inverno,gennaio
2022-10-22,pioggia,22,autunno,ottobre
2022-01-21,pioggia,5,inverno,gennaio
2022-11-21,neve,-2,autunno,novembre
2022-03-15,pioggia,-2,primavera,marzo
2022-08-12,pioggia,13,estate,agosto
2022-03-25,soleggiato,10,primavera,marzo
2022-05-14,soleggiato,22,primavera,maggio
2022-06-11,soleggiato,28,estate,giugno
2022-09-26,pioggia,19,autunno,settembre
2022-04-20,pioggia,16,primavera,aprile
2022-04-26,nuvoloso,14,primavera,aprile
2022-07-08,pioggia,23,estate,luglio
2022-03-30,pioggia,8,primavera,marzo
2022-07-26,soleggiato,31,estate,luglio
2022-04-15,soleggiato,17,primavera,aprile
2022-04-22,pioggia,9,primavera,aprile
2022-09-30,pioggia,16,autunno,settembre
2022-11-26,pioggia,7,autunno,novembre
2022-10-27,pioggia,17,autunno,ottobre
2022-01-10,soleggiato,0,inverno,gennaio
2022-04-23,nuvoloso,13,primavera,aprile
2022-03-09,soleggiato,3,primavera,marzo
2022-02-09,soleggiato,-3,inverno,febbraio
2022-09-25,pioggia,9,autunno,settembre
2022-03-30,neve,7,primavera,marzo
2022-05-14,pioggia,20,primavera,maggio
2022-12-05,pioggia,13,inverno,dicembre
2022-03-07,nuvoloso,2,primavera,marzo
2022-02-28,neve,-4,inverno,febbraio
2022-11-10,pioggia,13,autunno,novembre
2022-08-29,pioggia,27,estate,agosto
2022-01-14,soleggiato,1,inverno,gennaio
2022-12-01,soleggiato,9,inverno,dicembre
2022-02-03,soleggiato,7,inverno,febbraio
2022-07-10,soleggiato,25,estate,luglio
2022-08-18,pioggia,16,estate,agosto
2022-02-14,pioggia,1,inverno,febbraio
2022-07-27,pioggia,34,estate,luglio
2022-09-03,pioggia,24,autunno,settembre
2022-01-31,nuvoloso,3,inverno,gennaio
2022-07-02,nuvoloso,30,estate,luglio
2022-02-27,soleggiato,3,inverno,febbraio
2022-03-05,soleggiato,3,primavera,marzo
2022-02-19,pioggia,6,inverno,febbraio
2022-11-06,pioggia,13,autunno,novembre
2022-05-14,pioggia,24,primavera,maggio
2022-12-01,soleggiato,1,inverno,dicembre
2022-02-01,soleggiato,2,inverno,febbraio
2022-08-15,soleggiato,28,estate,agosto
2022-06-12,soleggiato,27,estate,giugno
2022-08-27,pioggia,28,estate,agosto
2022-05-09,pioggia,17,primavera,maggio
2022-09-28,pioggia,20,autunno,settembre
2022-10-18,soleggiato,18,autunno,ottobre
2022-01-08,pioggia,9,inverno,gennaio
2022-09-23,soleggiato,14,autunno,settembre
2022-06-02,pioggia,27,estate,giugno
2022-02-13,soleggiato,-7,inverno,febbraio
2022-04-23,pioggia,12,primavera,aprile
2022-06-06,soleggiato,27,estate,giugno
